nm_college,bl_private,qt_applications_received,qt_applications_accepted,qt_students_enrolled,qt_top_10_percent,qt_top_25_percent,qt_undergraduate_students,qt_postgraduate_students,vl_tuition_outstate,vl_room_board,vl_books_cost,vl_personal_expenses,pc_faculty_with_phd,pc_faculty_with_terminal_degree,vl_student_faculty_ratio,pc_alumni_donors,vl_expenditure_per_student,pc_graduation_rate
Marie Curie School of Arts,,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,600.0,,60.0,60.0,15.0,20.0,8000.0,60.0
University of Wisconsin at Milwaukee,False,5244.0,3782.0,1930.0,12.0,37.0,11561.0,7443.0,8786.0,2964.0,570.0,1980.0,79.0,87.0,15.9,8.0,8094.0,38.0
Michigan State University,False,18114.0,15096.0,6180.0,23.0,57.0,26640.0,4120.0,10658.0,3734.0,504.0,600.0,93.0,95.0,14.0,9.0,10520.0,71.0
Florida State University,False,11651.0,8683.0,3023.0,50.0,90.0,18906.0,3242.0,6680.0,4060.0,600.0,1020.0,80.0,89.0,23.1,15.0,7250.0,58.0
Antioch University,True,713.0,661.0,252.0,25.0,44.0,712.0,23.0,15476.0,3336.0,400.0,1100.0,69.0,82.0,11.3,35.0,42926.0,48.0
Che Guevara Institute,True,100000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Mount Saint Clare College,True,325.0,284.0,95.0,16.0,33.0,364.0,88.0,9900.0,3650.0,500.0,1200.0,32.0,37.0,13.6,43.0,6525.0,21.0
Marie Curie Center for Studies,True,2000.0,,500.0,20.0,40.0,2000.0,,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Lafayette College,True,4010.0,2402.0,572.0,36.0,59.0,2018.0,226.0,18730.0,5740.0,600.0,1000.0,93.0,96.0,10.5,38.0,15365.0,92.0
West Liberty State College,False,1164.0,1062.0,478.0,12.0,25.0,2138.0,227.0,4470.0,2890.0,600.0,1210.0,33.0,33.0,16.3,10.0,4249.0,60.0
Keuka College,True,461.0,381.0,174.0,10.0,43.0,738.0,55.0,9600.0,4550.0,600.0,750.0,55.0,94.0,13.3,43.0,7863.0,51.0
Dowling College,True,1011.0,829.0,410.0,9.0,33.0,1059.0,2458.0,9000.0,3100.0,450.0,1413.0,77.0,78.0,12.4,7.0,11178.0,42.0
Clinch Valley Coll. of  the Univ. of Virginia,False,689.0,561.0,250.0,15.0,30.0,1125.0,422.0,7168.0,3689.0,600.0,1900.0,67.0,67.0,18.1,9.0,4417.0,46.0
Alan Turing Academy,False,2000.0,1500.0,500.0,0.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,,,60.0,15.0,100.0,8000.0,60.0
Point Loma Nazarene College,True,809.0,687.0,428.0,20.0,43.0,1889.0,217.0,10178.0,4190.0,800.0,750.0,71.0,71.0,16.1,19.0,7895.0,54.0
Central Connecticut State University,False,4158.0,2532.0,902.0,6.0,24.0,6394.0,3881.0,5962.0,4444.0,500.0,985.0,69.0,73.0,16.7,4.0,4900.0,49.0
Worcester Polytechnic Institute,True,2768.0,2314.0,682.0,49.0,86.0,2802.0,86.0,15884.0,5370.0,530.0,730.0,92.0,94.0,15.2,34.0,10774.0,82.0
Point Park College,True,875.0,744.0,207.0,7.0,38.0,1173.0,1402.0,9700.0,4830.0,400.0,1200.0,45.0,90.0,14.5,10.0,7652.0,66.0
Stevens Institute of Technology,True,1768.0,1249.0,380.0,51.0,93.0,1263.0,11.0,16900.0,5680.0,450.0,750.0,89.0,89.0,19.0,33.0,12837.0,79.0
Hypatia Academy,True,2000.0,20000.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Gettysburg College,True,3596.0,2466.0,575.0,42.0,78.0,1944.0,46.0,19964.0,4328.0,500.0,500.0,94.0,95.0,12.1,32.0,14720.0,83.0
Harvey Mudd College,True,1377.0,572.0,178.0,95.0,100.0,654.0,5.0,17230.0,6690.0,700.0,900.0,100.0,100.0,8.2,46.0,21569.0,100.0
Grinnell College,True,2039.0,1389.0,432.0,56.0,91.0,1333.0,30.0,15688.0,4618.0,400.0,400.0,88.0,92.0,9.5,54.0,18979.0,83.0
Ramapo College of New Jersey,False,2088.0,957.0,362.0,6.0,29.0,2745.0,1938.0,4449.0,4860.0,600.0,1655.0,74.0,95.0,17.8,8.0,7333.0,47.0
Martin Luther King Jr. Center for Studies,True,2000.0,,500.0,20.0,40.0,2000.0,,10000.0,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Marist College,True,4731.0,3171.0,830.0,12.0,31.0,3557.0,658.0,10700.0,5925.0,550.0,1200.0,74.0,81.0,17.6,34.0,8408.0,69.0
Southern Methodist University,True,4301.0,3455.0,1166.0,41.0,69.0,4892.0,387.0,12772.0,5078.0,576.0,1802.0,74.0,88.0,13.5,17.0,12726.0,72.0
Brandeis University,True,4186.0,2743.0,740.0,48.0,77.0,2819.0,62.0,19380.0,6750.0,410.0,1000.0,90.0,97.0,9.8,24.0,17150.0,84.0
University of Louisville,False,4777.0,3057.0,1823.0,16.0,33.0,9844.0,6198.0,6540.0,3600.0,530.0,2440.0,84.0,92.0,11.1,24.0,10207.0,31.0
Genghis Khan Institute,,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,0.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Agnes Scott College,True,417.0,349.0,137.0,60.0,89.0,510.0,63.0,12960.0,5450.0,450.0,875.0,92.0,97.0,7.7,37.0,19016.0,59.0
Niagara University,True,2220.0,1796.0,467.0,65.0,99.0,1919.0,334.0,10320.0,4762.0,450.0,650.0,68.0,100.0,14.2,20.0,7788.0,65.0
Saint Vincent College,True,700.0,595.0,278.0,19.0,35.0,1035.0,182.0,10850.0,3936.0,500.0,900.0,62.0,64.0,12.3,31.0,8534.0,88.0
Saint Francis College IN,True,213.0,166.0,85.0,13.0,36.0,513.0,247.0,8670.0,3820.0,450.0,1000.0,43.0,78.0,12.5,4.0,7440.0,48.0
Mount Union College,True,1310.0,1086.0,458.0,26.0,61.0,1365.0,144.0,12250.0,3530.0,400.0,1150.0,85.0,87.0,16.7,35.0,7215.0,81.0
Wofford College,True,1501.0,935.0,273.0,51.0,83.0,1059.0,34.0,12680.0,4150.0,605.0,1440.0,91.0,92.0,15.3,42.0,7875.0,75.0
Converse College,True,440.0,407.0,149.0,35.0,70.0,643.0,80.0,12050.0,3700.0,500.0,900.0,63.0,76.0,10.2,31.0,10965.0,75.0
Indiana University at Bloomington,False,16587.0,13243.0,5873.0,25.0,72.0,24763.0,2717.0,9766.0,3990.0,600.0,2000.0,77.0,88.0,21.3,24.0,8686.0,68.0
Saint Mary's College of Minnesota,True,876.0,802.0,367.0,14.0,35.0,1263.0,118.0,10800.0,3600.0,400.0,820.0,68.0,74.0,18.8,19.0,5081.0,78.0
Millikin University,True,1444.0,1261.0,456.0,29.0,62.0,1788.0,95.0,11910.0,4378.0,450.0,965.0,60.0,77.0,11.4,25.0,8149.0,75.0
Worcester State College,False,2197.0,1515.0,543.0,4.0,26.0,3089.0,2029.0,6797.0,3900.0,500.0,1200.0,60.0,60.0,21.0,14.0,4469.0,40.0
Millersville University of Penn.,False,6011.0,3075.0,960.0,22.0,60.0,5146.0,1532.0,7844.0,3830.0,450.0,1258.0,72.0,74.0,16.8,20.0,7832.0,71.0
Leonardo da Vinci Academy,True,2000.0,1.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,30000.0,60.0,60.0,,20.0,8000.0,
Talladega College,True,4414.0,1500.0,335.0,30.0,60.0,908.0,119.0,5666.0,2964.0,1000.0,1400.0,56.0,58.0,15.5,7.0,5970.0,46.0
Simón Bolívar Center for Studies,True,2000.0,20000.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Charles Darwin School of Arts,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,0.0,60.0,60.0,15.0,20.0,8000.0,60.0
Westminster College MO,True,662.0,553.0,184.0,20.0,43.0,665.0,37.0,10720.0,4050.0,600.0,1650.0,66.0,70.0,12.5,20.0,7925.0,62.0
Bluefield College,True,377.0,358.0,181.0,15.0,30.0,653.0,129.0,7150.0,4350.0,450.0,1500.0,61.0,67.0,17.8,3.0,6259.0,53.0
Isaac Newton College,,2000.0,1500.0,10000.0,20.0,0.0,2000.0,,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
George Washington College,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,,8000.0,60.0
Southwest Missouri State University,False,6118.0,5254.0,3204.0,15.0,37.0,13131.0,3374.0,4740.0,2590.0,500.0,1360.0,70.0,75.0,19.9,11.0,4632.0,56.0
Wagner College,True,1416.0,1015.0,417.0,10.0,44.0,1324.0,117.0,13500.0,5800.0,585.0,1700.0,67.0,78.0,13.2,23.0,9006.0,75.0
Chatham College,True,212.0,197.0,91.0,28.0,56.0,471.0,148.0,13500.0,5230.0,400.0,850.0,95.0,98.0,9.3,37.0,16095.0,52.0
Nikola Tesla Institute,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,600.0,1500.0,60.0,60.0,,20.0,8000.0,60.0
Siena College,True,2961.0,1932.0,628.0,24.0,68.0,2669.0,616.0,10800.0,5100.0,575.0,1090.0,71.0,82.0,14.1,42.0,8189.0,100.0
Hobart and William Smith Colleges,True,2688.0,2081.0,500.0,25.0,53.0,1792.0,5.0,19029.0,5841.0,600.0,600.0,99.0,99.0,12.1,37.0,13040.0,79.0
Alan Turing School of Arts,False,2000.0,1500.0,10000.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,,20.0,8000.0,60.0
Tiffin University,True,845.0,734.0,254.0,5.0,21.0,662.0,351.0,7600.0,3800.0,600.0,1200.0,59.0,74.0,19.0,40.0,5096.0,39.0
York College of Pennsylvania,True,2989.0,1855.0,691.0,28.0,63.0,2988.0,1726.0,4990.0,3560.0,500.0,1250.0,75.0,75.0,18.1,28.0,4509.0,99.0
Alfred University,True,1732.0,1425.0,472.0,37.0,75.0,1830.0,110.0,16548.0,5406.0,500.0,600.0,82.0,88.0,11.3,31.0,10932.0,73.0
Karl Marx Institute,True,2000.0,1500.0,500.0,0.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,0.0,60.0,60.0,15.0,20.0,8000.0,
Concordia University CA,True,688.0,497.0,144.0,30.0,75.0,641.0,101.0,10800.0,4440.0,570.0,1515.0,55.0,60.0,13.1,13.0,8415.0,55.0
Hypatia Center for Studies,False,2000.0,1500.0,0.0,20.0,,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,,20.0,8000.0,100.0
Ohio Wesleyan University,True,2190.0,1700.0,458.0,36.0,65.0,1780.0,48.0,16732.0,5650.0,550.0,550.0,93.0,93.0,12.1,32.0,12011.0,75.0
College of Wooster,True,2100.0,1883.0,553.0,29.0,65.0,1704.0,1.0,16240.0,4690.0,500.0,500.0,84.0,96.0,11.1,43.0,14140.0,69.0
Adelphi University,True,2186.0,1924.0,512.0,16.0,29.0,2683.0,1227.0,12280.0,6450.0,750.0,1500.0,29.0,30.0,12.2,16.0,10527.0,56.0
College of Notre Dame of Maryland,True,457.0,356.0,177.0,35.0,61.0,667.0,1983.0,11180.0,5620.0,600.0,700.0,64.0,64.0,11.5,32.0,7477.0,75.0
William Jewell College,True,663.0,547.0,315.0,32.0,67.0,1279.0,75.0,10060.0,2970.0,500.0,2600.0,74.0,80.0,11.2,19.0,7885.0,59.0
University of Denver,True,2974.0,2001.0,580.0,29.0,60.0,2666.0,554.0,15192.0,4695.0,400.0,1350.0,84.0,91.0,15.9,21.0,11762.0,67.0
San Diego State University,False,9402.0,7020.0,2151.0,20.0,70.0,16407.0,5550.0,8384.0,5110.0,612.0,2400.0,87.0,93.0,19.5,7.0,7930.0,41.0
St. Lawrence University,True,2753.0,1820.0,505.0,31.0,56.0,1801.0,45.0,18720.0,5730.0,650.0,825.0,90.0,94.0,11.5,38.0,14980.0,85.0
Gannon University,True,2464.0,1908.0,678.0,24.0,57.0,2693.0,691.0,10970.0,4280.0,500.0,1380.0,47.0,51.0,13.3,18.0,7711.0,65.0
Elms College,True,245.0,208.0,125.0,23.0,46.0,544.0,436.0,11800.0,4765.0,450.0,1700.0,71.0,71.0,11.3,21.0,8952.0,86.0
University of Minnesota Twin Cities,False,11054.0,6397.0,3524.0,26.0,55.0,16502.0,21836.0,8949.0,3744.0,714.0,2910.0,88.0,90.0,12.2,37.0,16122.0,45.0
Defiance College,True,571.0,461.0,174.0,10.0,26.0,645.0,283.0,10850.0,3670.0,400.0,1159.0,58.0,60.0,12.8,19.0,7505.0,56.0
St. Norbert College,True,1334.0,1243.0,568.0,30.0,56.0,1946.0,95.0,12140.0,4450.0,425.0,1100.0,74.0,78.0,15.1,36.0,8595.0,88.0
Emporia State University,False,1256.0,1256.0,853.0,43.0,79.0,3957.0,588.0,5401.0,3144.0,450.0,1888.0,72.0,75.0,19.3,4.0,5527.0,50.0
University of Rochester,True,8766.0,5498.0,1243.0,56.0,75.0,5071.0,438.0,17840.0,6582.0,500.0,882.0,93.0,99.0,5.9,23.0,26037.0,80.0
McKendree College,True,1002.0,555.0,119.0,16.0,43.0,836.0,684.0,7680.0,3740.0,500.0,800.0,70.0,74.0,17.7,21.0,6652.0,52.0
Rutgers at New Brunswick,False,48094.0,26330.0,4520.0,36.0,79.0,21401.0,3712.0,7410.0,4748.0,690.0,2009.0,90.0,95.0,19.5,19.0,10474.0,77.0
Alexander the Great Center for Studies,,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Pfeiffer College,True,838.0,651.0,159.0,11.0,25.0,654.0,162.0,8640.0,3700.0,400.0,1915.0,62.0,62.0,12.2,13.0,7634.0,48.0
Clarke College,True,460.0,340.0,167.0,14.0,45.0,604.0,350.0,10740.0,3676.0,350.0,900.0,67.0,71.0,11.0,27.0,7963.0,74.0
Castleton State College,False,1257.0,940.0,363.0,9.0,22.0,1547.0,294.0,7656.0,4690.0,400.0,700.0,89.0,91.0,14.7,8.0,6318.0,79.0
Immaculata College,True,268.0,253.0,103.0,16.0,44.0,494.0,1305.0,10000.0,5364.0,500.0,1000.0,56.0,64.0,11.2,33.0,7305.0,69.0
Cleopatra College,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,,10000.0,5000.0,600.0,1500.0,,60.0,15.0,20.0,8000.0,60.0
University of Florida,False,12445.0,8836.0,3623.0,54.0,85.0,24470.0,3286.0,7090.0,4180.0,630.0,1530.0,88.0,97.0,13.4,20.0,14737.0,66.0
California Polytechnic-San Luis,False,7811.0,3817.0,1650.0,47.0,73.0,12911.0,1404.0,7380.0,4877.0,612.0,2091.0,72.0,81.0,19.8,13.0,8453.0,59.0
Muhlenberg College,True,2519.0,1836.0,462.0,30.0,61.0,1656.0,352.0,16975.0,4565.0,600.0,850.0,76.0,86.0,12.8,39.0,10888.0,83.0
Reed College,True,1966.0,1436.0,327.0,47.0,80.0,1199.0,61.0,19960.0,5490.0,500.0,450.0,90.0,90.0,11.8,37.0,15886.0,68.0
Martin Luther King Jr. School of Arts,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Taylor University,True,1769.0,1092.0,437.0,41.0,80.0,1757.0,81.0,10965.0,4000.0,450.0,1250.0,60.0,61.0,14.2,32.0,8294.0,98.0
Clark University,True,2887.0,2059.0,457.0,30.0,61.0,1928.0,296.0,17500.0,4200.0,500.0,950.0,94.0,95.0,10.5,35.0,11951.0,79.0
Pikeville College,True,404.0,400.0,169.0,28.0,48.0,797.0,100.0,6000.0,3000.0,500.0,500.0,48.0,57.0,13.4,14.0,5557.0,61.0
Oklahoma State University,False,4522.0,3913.0,2181.0,29.0,57.0,12830.0,1658.0,5336.0,3344.0,800.0,3100.0,84.0,92.0,15.3,14.0,6433.0,48.0
University of the Pacific,True,2459.0,1997.0,582.0,36.0,66.0,2664.0,299.0,16320.0,5326.0,646.0,1171.0,87.0,94.0,11.2,14.0,13706.0,65.0
George Washington Center for Studies,True,2000.0,1500.0,0.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,0.0,15.0,20.0,8000.0,100.0
Colgate University,True,4856.0,2492.0,727.0,46.0,75.0,2649.0,25.0,19510.0,5565.0,500.0,750.0,95.0,98.0,10.5,45.0,15494.0,93.0
Cleopatra College,True,,1500.0,500.0,100.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,100.0,60.0,,20.0,8000.0,60.0
Winona State University,False,3325.0,2047.0,1301.0,20.0,45.0,5800.0,872.0,4200.0,2700.0,300.0,1200.0,53.0,60.0,20.2,18.0,5318.0,58.0
Pacific Lutheran University,True,1603.0,1392.0,504.0,31.0,68.0,2580.0,302.0,13312.0,4488.0,600.0,1516.0,78.0,78.0,11.0,23.0,9431.0,83.0
Hamilton College,True,3140.0,1783.0,454.0,40.0,82.0,1646.0,24.0,19700.0,5050.0,300.0,800.0,91.0,96.0,9.6,60.0,17761.0,91.0
Drake University,True,2799.0,2573.0,839.0,34.0,65.0,3322.0,726.0,13420.0,4770.0,560.0,1675.0,88.0,93.0,15.0,24.0,9473.0,77.0
Barat College,True,261.0,192.0,111.0,15.0,36.0,453.0,266.0,9690.0,4300.0,500.0,500.0,57.0,77.0,9.7,35.0,9337.0,71.0
University of California at Berkeley,False,19873.0,8252.0,3215.0,95.0,100.0,19532.0,2061.0,11648.0,6246.0,636.0,1933.0,93.0,97.0,15.8,10.0,13919.0,78.0
Longwood College,False,2747.0,1870.0,724.0,12.0,47.0,2874.0,118.0,7920.0,3962.0,550.0,2200.0,74.0,80.0,18.4,23.0,5553.0,62.0
Erskine College,True,659.0,557.0,167.0,47.0,74.0,532.0,35.0,10485.0,3840.0,475.0,1246.0,76.0,80.0,13.5,47.0,7527.0,67.0
University of Portland,True,1758.0,1485.0,419.0,27.0,58.0,2041.0,174.0,12040.0,4100.0,600.0,1100.0,92.0,96.0,13.2,17.0,9060.0,72.0
Massachusetts Institute of Technology,True,6411.0,2140.0,1078.0,96.0,99.0,4481.0,28.0,20100.0,5975.0,725.0,1600.0,99.0,99.0,10.1,35.0,33541.0,94.0
The Citadel,False,1500.0,1242.0,611.0,12.0,36.0,2024.0,292.0,7070.0,2439.0,400.0,779.0,95.0,94.0,17.1,17.0,7744.0,84.0
Che Guevara College,True,2000.0,1500.0,500.0,20.0,0.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
George Washington Academy,,2000.0,1500.0,500.0,20.0,40.0,2000.0,,10000.0,5000.0,600.0,,60.0,60.0,15.0,20.0,8000.0,
SUNY College at New Paltz,False,8399.0,3609.0,656.0,19.0,53.0,4658.0,1478.0,6550.0,4240.0,550.0,1500.0,85.0,93.0,15.3,8.0,6608.0,53.0
Simón Bolívar University,True,2000.0,1500.0,,20.0,40.0,2000.0,300.0,10000.0,,600.0,1500.0,60.0,60.0,15.0,0.0,8000.0,0.0
College of William and Mary,False,7117.0,3106.0,1217.0,68.0,88.0,5186.0,134.0,11720.0,4298.0,600.0,800.0,89.0,92.0,12.1,31.0,9534.0,93.0
Leonardo da Vinci College,True,2000.0,1500.0,500.0,20.0,,2000.0,300.0,10000.0,5000.0,600.0,,60.0,60.0,15.0,20.0,8000.0,60.0
Socrates University,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,0.0,15.0,,8000.0,60.0
Lander University,False,1166.0,1009.0,510.0,9.0,33.0,2074.0,341.0,4938.0,2987.0,528.0,1702.0,67.0,77.0,17.0,11.0,6119.0,51.0
University of Dallas,True,681.0,588.0,246.0,44.0,74.0,1058.0,73.0,10760.0,6230.0,500.0,1200.0,85.0,93.0,13.4,26.0,8731.0,63.0
Blackburn College,True,500.0,336.0,156.0,25.0,55.0,421.0,27.0,6500.0,2700.0,500.0,1000.0,76.0,76.0,14.3,53.0,8377.0,51.0
Marie Curie University,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
St. Mary's College of Maryland,False,1340.0,695.0,285.0,42.0,73.0,1315.0,209.0,6800.0,4730.0,675.0,1250.0,84.0,89.0,11.6,23.0,10357.0,63.0
University of St. Thomas MN,True,2057.0,1807.0,828.0,26.0,53.0,4106.0,982.0,11712.0,4037.0,500.0,800.0,80.0,80.0,13.8,13.0,8546.0,89.0
Cornell College,True,1538.0,1329.0,383.0,33.0,68.0,1140.0,10.0,15248.0,4323.0,550.0,800.0,71.0,76.0,12.2,31.0,10340.0,64.0
Loyola University Chicago,True,3579.0,2959.0,868.0,25.0,55.0,5244.0,3417.0,11500.0,5330.0,700.0,2000.0,94.0,95.0,6.2,15.0,13009.0,65.0
Case Western Reserve University,True,3877.0,3156.0,713.0,71.0,93.0,3051.0,513.0,15700.0,4730.0,525.0,1460.0,95.0,95.0,2.9,29.0,19733.0,67.0
Sweet Briar College,True,462.0,402.0,146.0,36.0,68.0,527.0,41.0,14500.0,6000.0,500.0,600.0,91.0,99.0,6.5,48.0,18953.0,61.0
Louisiana State University at Baton Rouge,False,5996.0,4993.0,3079.0,29.0,57.0,16269.0,3757.0,5925.0,2980.0,600.0,2242.0,83.0,87.0,15.9,11.0,6741.0,37.0
University of Tulsa,True,1712.0,1557.0,696.0,41.0,68.0,2936.0,433.0,11750.0,4160.0,1200.0,2350.0,94.0,96.0,11.5,10.0,11743.0,47.0
National-Louis University,True,513.0,347.0,279.0,23.0,48.0,2508.0,505.0,9090.0,4500.0,650.0,500.0,62.0,65.0,18.3,2.0,7905.0,71.0
Piedmont College,True,663.0,562.0,127.0,20.0,40.0,641.0,63.0,5640.0,3620.0,600.0,750.0,89.0,89.0,13.2,17.0,7309.0,31.0
Salisbury State University,False,4216.0,2290.0,736.0,20.0,52.0,4296.0,1027.0,5130.0,4690.0,600.0,1450.0,73.0,75.0,17.9,18.0,5125.0,56.0
Oklahoma Baptist University,True,758.0,681.0,484.0,35.0,59.0,1707.0,705.0,5390.0,3140.0,515.0,1290.0,63.0,71.0,15.1,18.0,5511.0,50.0
Evergreen State College,False,1801.0,1101.0,438.0,14.0,50.0,3065.0,363.0,6297.0,4600.0,600.0,1323.0,75.0,78.0,18.1,14.0,8355.0,68.0
Benedictine College,True,632.0,620.0,222.0,14.0,24.0,702.0,501.0,9550.0,3850.0,350.0,250.0,64.0,84.0,14.1,18.0,5922.0,58.0
Emory & Henry College,True,765.0,646.0,226.0,30.0,60.0,809.0,32.0,8578.0,4408.0,700.0,1600.0,79.0,88.0,13.9,51.0,8061.0,82.0
Thiel College,True,1154.0,951.0,253.0,15.0,31.0,791.0,140.0,11172.0,4958.0,700.0,1350.0,68.0,76.0,11.6,16.0,9186.0,60.0
Mary Washington College,False,4350.0,2178.0,756.0,39.0,78.0,2997.0,736.0,6490.0,4942.0,650.0,2102.0,75.0,80.0,17.6,30.0,5358.0,84.0
Tusculum College,True,626.0,372.0,145.0,12.0,34.0,983.0,40.0,7700.0,3400.0,450.0,800.0,70.0,70.0,21.9,28.0,4933.0,52.0
College of St. Scholastica,True,672.0,596.0,278.0,29.0,60.0,1350.0,275.0,11844.0,3696.0,450.0,1146.0,54.0,76.0,11.6,33.0,8996.0,72.0
Geneva College,True,668.0,534.0,237.0,19.0,39.0,1306.0,258.0,9476.0,4820.0,500.0,1100.0,67.0,67.0,20.1,26.0,6786.0,74.0
Jane Austen Academy,,2000.0,1500.0,500.0,,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,,8000.0,60.0
Trinity College DC,True,247.0,189.0,100.0,19.0,49.0,309.0,639.0,11412.0,6430.0,500.0,900.0,89.0,93.0,8.3,37.0,11806.0,96.0
Green Mountain College,True,780.0,628.0,198.0,7.0,20.0,545.0,42.0,11750.0,2700.0,400.0,850.0,77.0,83.0,14.0,24.0,6475.0,76.0
Bowling Green State University,False,9251.0,7333.0,3076.0,14.0,45.0,13699.0,1213.0,7452.0,3352.0,600.0,1700.0,81.0,89.0,21.1,14.0,6918.0,67.0
Texas Southern University,False,4345.0,3245.0,2604.0,15.0,85.0,5584.0,3101.0,7860.0,3360.0,600.0,1700.0,65.0,75.0,18.2,21.0,3605.0,10.0
Capitol College,True,100.0,90.0,35.0,10.0,52.0,282.0,331.0,8400.0,2812.0,300.0,2134.0,10.0,50.0,12.1,24.0,7976.0,52.0
Augsburg College,True,662.0,513.0,257.0,12.0,30.0,2074.0,726.0,11902.0,4372.0,540.0,950.0,65.0,65.0,12.8,31.0,7836.0,58.0
University of Sci. and Arts of Oklahoma,False,285.0,280.0,208.0,21.0,43.0,1140.0,473.0,3687.0,1920.0,600.0,1800.0,67.0,77.0,23.6,3.0,3864.0,43.0
Isaac Newton Institute,True,2000.0,,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,
Vincent van Gogh School of Arts,False,,,500.0,100.0,,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Illinois College,True,894.0,787.0,262.0,28.0,63.0,909.0,28.0,8050.0,3850.0,600.0,1000.0,75.0,75.0,15.6,30.0,7348.0,52.0
University of Scranton,True,4471.0,2942.0,910.0,29.0,60.0,3674.0,493.0,11584.0,5986.0,650.0,800.0,83.0,83.0,14.1,41.0,9131.0,92.0
SUNY College at Fredonia,False,4877.0,2798.0,814.0,13.0,48.0,4123.0,298.0,6550.0,4420.0,620.0,1481.0,82.0,90.0,16.3,10.0,6442.0,66.0
Nikola Tesla Academy,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,20000.0,10000.0,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Westmont College,False,950.0,713.0,351.0,42.0,72.0,1276.0,9.0,14320.0,5304.0,490.0,1410.0,77.0,77.0,14.9,17.0,8837.0,87.0
Linfield College,True,1561.0,1188.0,458.0,48.0,72.0,1548.0,840.0,13380.0,4210.0,500.0,900.0,89.0,91.0,17.8,34.0,8747.0,81.0
Julius Caesar Academy,False,,1500.0,500.0,,40.0,2000.0,,10000.0,5000.0,600.0,1500.0,,60.0,15.0,20.0,8000.0,60.0
Mount Mercy College,True,368.0,317.0,159.0,20.0,49.0,806.0,542.0,10500.0,3555.0,500.0,2285.0,44.0,50.0,11.3,30.0,6695.0,64.0
University of Wisconsin-Stout,False,2593.0,1966.0,1030.0,9.0,32.0,6038.0,579.0,6704.0,2592.0,376.0,1750.0,78.0,78.0,21.0,17.0,6254.0,65.0
University of Rhode Island,False,9643.0,7751.0,1968.0,12.0,40.0,8894.0,2456.0,10330.0,5558.0,500.0,1250.0,84.0,89.0,16.6,7.0,9158.0,63.0
